fichier,ligne,chaine,cle_suggeree
ui/culture_creator.gd,231,Moteur (libscps) absent — bâtir : cd godot && scons.,T_CULTURE_CREATOR_MOTEUR_LIBSCPS_ABSENT_BATIR
ui/culture_creator.gd,236,libscps obsolète (créateur absent) — recompiler : cd godot && scons.,T_CULTURE_CREATOR_LIBSCPS_OBSOLETE_CREATEUR_ABSE
ui/culture_creator.gd,269,+2 majeur,T_CULTURE_CREATOR_2_MAJEUR
ui/culture_creator.gd,270,+1 mineur,T_CULTURE_CREATOR_1_MINEUR
ui/culture_creator.gd,271,−1 défaut,T_CULTURE_CREATOR_1_DEFAUT
ui/culture_creator.gd,278,défaut,T_CULTURE_CREATOR_DEFAUT
ui/culture_creator.gd,369,Sphère %s · ex. « %s »,T_CULTURE_CREATOR_SPHERE_S_EX_S
ui/culture_creator.gd,382,%s\n%s\nRang : %s,T_CULTURE_CREATOR_S_N_S_NRANG
ui/culture_creator.gd,386,Votre peuple : les %s,T_CULTURE_CREATOR_VOTRE_PEUPLE_LES_S
ui/culture_creator.gd,403,Effets : ,T_CULTURE_CREATOR_EFFETS
ui/culture_creator.gd,403,Effets : —,T_CULTURE_CREATOR_EFFETS
ui/culture_creator.gd,405,\n,T_CULTURE_CREATOR_N
ui/culture_creator.gd,411,✓ Composition valide.,T_CULTURE_CREATOR_COMPOSITION_VALIDE
ui/culture_creator.gd,414,"✗ Il faut EXACTEMENT 1 majeur (+2), 1 mineur (+1) et 1 défaut (−1).",T_CULTURE_CREATOR_IL_FAUT_EXACTEMENT_1
ui/culture_creator.gd,473,Valider la culture,T_CULTURE_CREATOR_VALIDER_LA_CULTURE
ui/devpanel.gd,24,MODTOOLS — Tunables (édition LIVE · F10 pour fermer),T_DEVPANEL_MODTOOLS_TUNABLES_EDITION_LIVE
ui/devpanel.gd,27,filtrer par nom…,T_DEVPANEL_FILTRER_PAR_NOM
ui/devpanel.gd,47,(pas de monde),T_DEVPANEL_PAS_DE_MONDE
ui/devpanel.gd,67,%d tunable(s) — Entrée pour appliquer (live). * = surchargé.,T_DEVPANEL_D_TUNABLE_S_ENTREE
ui/economy_panel.gd,20,âmes,T_ECONOMY_AMES
ui/economy_panel.gd,21,Trésor,T_ECONOMY_TRESOR
ui/economy_panel.gd,22,Prospérité,T_ECONOMY_PROSPERITE
ui/economy_panel.gd,117,année,T_ECONOMY_ANNEE
ui/economy_panel.gd,141,Économie dans le temps,T_ECONOMY_ECONOMIE_DANS_LE_TEMPS
ui/economy_panel.gd,151,Collecte des données… (laissez le temps avancer),T_ECONOMY_COLLECTE_DES_DONNEES_LAISSEZ
ui/empire_sidebar.gd,54,évènement,T_EMPIRE_SIDEBAR_EVENEMENT
ui/empire_sidebar.gd,124,… et %d autres,T_EMPIRE_SIDEBAR_ET_D_AUTRES
ui/empire_sidebar.gd,127,aucune ville,T_EMPIRE_SIDEBAR_AUCUNE_VILLE
ui/empire_sidebar.gd,132,ARMÉES,T_EMPIRE_SIDEBAR_ARMEES
ui/empire_sidebar.gd,137,En campagne : %s (%s),T_EMPIRE_SIDEBAR_EN_CAMPAGNE_S_S
ui/empire_sidebar.gd,141,Réserve : %s · levée %s,T_EMPIRE_SIDEBAR_RESERVE_S_LEVEE_S
ui/empire_sidebar.gd,150,Flotte : %d coque(s) disponibles,T_EMPIRE_SIDEBAR_FLOTTE_D_COQUE_S
ui/empire_sidebar.gd,163,Vers %s,T_EMPIRE_SIDEBAR_VERS_S
ui/empire_sidebar.gd,168,%d j restants · rendement %d %%,T_EMPIRE_SIDEBAR_D_J_RESTANTS_RENDEMENT
ui/empire_sidebar.gd,173,prochain ordre dans %d j,T_EMPIRE_SIDEBAR_PROCHAIN_ORDRE_DANS_D
ui/empire_sidebar.gd,173,aucun chantier (ordre possible),T_EMPIRE_SIDEBAR_AUCUN_CHANTIER_ORDRE_POSSIBLE
ui/empire_sidebar.gd,178,COUR & FACTIONS,T_EMPIRE_SIDEBAR_COUR_FACTIONS
ui/empire_sidebar.gd,182,Influence %d,T_EMPIRE_SIDEBAR_INFLUENCE_D
ui/empire_sidebar.gd,195,Bonheur %d %%,T_EMPIRE_SIDEBAR_BONHEUR_D
ui/empire_sidebar.gd,227,tension de coup %d · corruption %d,T_EMPIRE_SIDEBAR_TENSION_DE_COUP_D
ui/empire_sidebar.gd,253,récompense : %d or,T_EMPIRE_SIDEBAR_RECOMPENSE_D_OR
ui/empire_sidebar.gd,257, (an %d),T_EMPIRE_SIDEBAR_AN_D
ui/empire_sidebar.gd,263,rien à signaler,T_EMPIRE_SIDEBAR_RIEN_A_SIGNALER
ui/endgame_banner.gd,21,Le Grand Engloutissement,T_ENDGAME_BANNER_LE_GRAND_ENGLOUTISSEMENT
ui/endgame_banner.gd,22,Le Grand Hiver,T_ENDGAME_BANNER_LE_GRAND_HIVER
ui/endgame_banner.gd,23,L'Étreinte des Ronces,T_ENDGAME_BANNER_L_ETREINTE_DES_RONCES
ui/endgame_banner.gd,25,Le Règne de Sang,T_ENDGAME_BANNER_LE_REGNE_DE_SANG
ui/endgame_banner.gd,121,Entropie  100  —  %s,T_ENDGAME_BANNER_ENTROPIE_100_S
ui/endgame_banner.gd,121,Fin du monde,T_ENDGAME_BANNER_FIN_DU_MONDE
ui/endgame_banner.gd,129,Entropie  %d,T_ENDGAME_BANNER_ENTROPIE_D
ui/epilogue.gd,16,vit les flots engloutir le monde,T_EPILOGUE_VIT_LES_FLOTS_ENGLOUTIR
ui/epilogue.gd,17,vit le Grand Hiver éteindre les feux,T_EPILOGUE_VIT_LE_GRAND_HIVER
ui/epilogue.gd,18,vit les Ronces dévorer le monde,T_EPILOGUE_VIT_LES_RONCES_DEVORER
ui/epilogue.gd,19,s'éleva au-delà du monde — la Merveille accomplie,T_EPILOGUE_S_ELEVA_AU_DELA
ui/epilogue.gd,20,noya son règne dans le sang — la Main ne s'arrêta plus,T_EPILOGUE_NOYA_SON_REGNE_DANS
ui/epilogue.gd,84,Épilogue,T_EPILOGUE_EPILOGUE
ui/epilogue.gd,97,"Les Annales, en entier — ce que les chroniqueurs ont daigné retenir :",T_EPILOGUE_LES_ANNALES_EN_ENTIER
ui/epilogue.gd,135,"Rien. Un règne entier, et rien à raconter.",T_EPILOGUE_RIEN_UN_REGNE_ENTIER
ui/epilogue.gd,159,Un royaume oublié,T_EPILOGUE_UN_ROYAUME_OUBLIE
ui/epilogue.gd,170,ne fit trembler personne,T_EPILOGUE_NE_FIT_TREMBLER_PERSONNE
ui/epilogue.gd,172,fit trembler %d empires,T_EPILOGUE_FIT_TREMBLER_D_EMPIRES
ui/epilogue.gd,174,fit plier %d rival(aux),T_EPILOGUE_FIT_PLIER_D_RIVAL
ui/epilogue.gd,176,éleva %d monuments,T_EPILOGUE_ELEVA_D_MONUMENTS
ui/epilogue.gd,178,trancha %d querelles,T_EPILOGUE_TRANCHA_D_QUERELLES
ui/epilogue.gd,180,encaissa %d défaites,T_EPILOGUE_ENCAISSA_D_DEFAITES
ui/epilogue.gd,181,vit son histoire s'arrêter là,T_EPILOGUE_VIT_SON_HISTOIRE_S
ui/epilogue.gd,182,"%s, dit %s, régna %d ans, %s, et %s.",T_EPILOGUE_S_DIT_S_REGNA
ui/epithet.gd,22,le Discret,T_EPITHET_LE_DISCRET
ui/epithet.gd,44,le Visionnaire,T_EPITHET_LE_VISIONNAIRE
ui/epithet.gd,47,le Sanglant,T_EPITHET_LE_SANGLANT
ui/epithet.gd,49,le Conquérant,T_EPITHET_LE_CONQUERANT
ui/epithet.gd,51,l'Assiégé,T_EPITHET_L_ASSIEGE
ui/epithet.gd,53,le Fragmenté,T_EPITHET_LE_FRAGMENTE
ui/epithet.gd,55,le Bâtisseur,T_EPITHET_LE_BATISSEUR
ui/epithet.gd,57,le Prudent,T_EPITHET_LE_PRUDENT
ui/epithet.gd,61,le Marqué,T_EPITHET_LE_MARQUE
ui/epithet.gd,63,le Belliqueux,T_EPITHET_LE_BELLIQUEUX
ui/epithet.gd,65,le Discret,T_EPITHET_LE_DISCRET
ui/epithet.gd,66,le Chroniqué,T_EPITHET_LE_CHRONIQUE
ui/event_dialog.gd,93,— UNE DÉCISION S'IMPOSE —,T_EVENT_DIALOG_UNE_DECISION_S_IMPOSE
ui/event_popup.gd,90,— OYEZ  OYEZ —,T_EVENT_POPUP_OYEZ_OYEZ
ui/options_panel.gd,28,Français,T_OPTIONS_FRANCAIS
ui/province_detail.gd,93,(aucune province sélectionnée),T_PROVINCE_AUCUNE_PROVINCE_SELECTIONNEE
ui/province_detail.gd,113,Province — %s,T_PROVINCE_PROVINCE_S
ui/province_detail.gd,122,%s habitants · %s · %s,T_PROVINCE_S_HABITANTS_S_S
ui/province_detail.gd,165,province inhabitée,T_PROVINCE_PROVINCE_INHABITEE
ui/province_detail.gd,254,province paisible,T_PROVINCE_PROVINCE_PAISIBLE
ui/province_detail.gd,263,%+d,T_PROVINCE_D
ui/province_detail.gd,265,−%d/an,T_PROVINCE_D_AN
ui/province_detail.gd,293,région %d,T_PROVINCE_REGION_D
ui/province_detail.gd,298,Réincorporation,T_PROVINCE_REINCORPORATION
ui/province_detail.gd,301,il faut au moins DEUX régions à soi,T_PROVINCE_IL_FAUT_AU_MOINS
ui/province_detail.gd,329,%s âmes,T_PROVINCE_S_AMES
ui/province_detail.gd,330,%s âmes,T_PROVINCE_S_AMES
ui/province_detail.gd,335,aucune — main servile,T_PROVINCE_AUCUNE_MAIN_SERVILE
ui/province_detail.gd,335,coercition sur %s,T_PROVINCE_COERCITION_SUR_S
ui/province_detail.gd,336,coût : %s,T_PROVINCE_COUT_S
ui/province_detail.gd,343,Déplacer,T_PROVINCE_DEPLACER
ui/province_detail.gd,370,Bâtir…,T_PROVINCE_BATIR
ui/province_detail.gd,373,aucune manufacture bâtie (carte nue : l'IA/le joueur élèvent dans le temps),T_PROVINCE_AUCUNE_MANUFACTURE_BATIE_CARTE
ui/province_detail.gd,375,manufacture                niveau   ouvriers,T_PROVINCE_MANUFACTURE_NIVEAU_OUVRIERS
ui/province_detail.gd,402,Bâtir une manufacture,T_PROVINCE_BATIR_UNE_MANUFACTURE
ui/province_detail.gd,422,Bâtir,T_PROVINCE_BATIR
ui/province_detail.gd,426,aucune manufacture posable ici pour l'instant,T_PROVINCE_AUCUNE_MANUFACTURE_POSABLE_ICI
ui/province_detail.gd,434,Stabilité,T_PROVINCE_STABILITE
ui/province_detail.gd,435,Prospérité,T_PROVINCE_PROSPERITE
ui/province_detail.gd,436,Légitimité,T_PROVINCE_LEGITIMITE
ui/province_detail.gd,437,Cohésion,T_PROVINCE_COHESION
ui/province_detail.gd,441,Marché local,T_PROVINCE_MARCHE_LOCAL
ui/province_detail.gd,451,aucun bien notable ici,T_PROVINCE_AUCUN_BIEN_NOTABLE_ICI
ui/province_detail.gd,456,%.1f or,T_PROVINCE_1F_OR
ui/province_detail.gd,457,stock %s,T_PROVINCE_STOCK_S
ui/province_detail.gd,468,(pays invalide),T_PROVINCE_PAYS_INVALIDE
ui/province_detail.gd,473,L'état de l'EMPIRE entier (la province n'en est qu'une part).,T_PROVINCE_L_ETAT_DE_L
ui/province_detail.gd,485,Savoir : %d (affiché en barre du haut),T_PROVINCE_SAVOIR_D_AFFICHE_EN
ui/province_detail.gd,500,Bassin : %s bras (journaliers + bourgeois),T_PROVINCE_BASSIN_S_BRAS_JOURNALIERS
ui/province_detail.gd,501,RÉPARTI (manuel),T_PROVINCE_REPARTI_MANUEL
ui/province_detail.gd,501,AUTO (réparti par le marché),T_PROVINCE_AUTO_REPARTI_PAR_LE
ui/province_detail.gd,502,mode : %s,T_PROVINCE_MODE_S
ui/province_detail.gd,506,↻ Auto,T_PROVINCE_AUTO
ui/province_detail.gd,509,(province non gouvernée — lecture seule),T_PROVINCE_PROVINCE_NON_GOUVERNEE_LECTURE
ui/province_detail.gd,511,aucun puits de main-d'œuvre ici,T_PROVINCE_AUCUN_PUITS_DE_MAIN
ui/province_detail.gd,553,Intr.: %s,T_PROVINCE_INTR_S
ui/province_detail.gd,585,aucun évènement notable jusqu'ici,T_PROVINCE_AUCUN_EVENEMENT_NOTABLE_JUSQU
ui/province_detail.gd,587,an      évènement  (survol → effets),T_PROVINCE_AN_EVENEMENT_SURVOL_EFFETS
ui/province_detail.gd,595,an %d,T_PROVINCE_AN_D
ui/province_detail.gd,604,Production en direct (par an),T_PROVINCE_PRODUCTION_EN_DIRECT_PAR
ui/province_detail.gd,606,ressource brute,T_PROVINCE_RESSOURCE_BRUTE
ui/province_detail.gd,608,sortie d'atelier,T_PROVINCE_SORTIE_D_ATELIER
ui/province_detail.gd,611,Impôts : ~%s or/an,T_PROVINCE_IMPOTS_S_OR_AN
ui/province_detail.gd,615,rien de notable,T_PROVINCE_RIEN_DE_NOTABLE
ui/province_detail.gd,691,⚒ %s — ordre émis,T_PROVINCE_S_ORDRE_EMIS
ui/province_detail.gd,691,✗ %s — refusé,T_PROVINCE_S_REFUSE
ui/province_detail.gd,745,→ %s — ordre émis,T_PROVINCE_S_ORDRE_EMIS
ui/province_detail.gd,745,✗ refusé,T_PROVINCE_REFUSE
ui/province_panel.gd,16,"La masse : fournit le travail (extraction + manufactures) et demande les biens de base (vivres, étoffe, bois de feu).",T_PROVINCE_LA_MASSE_FOURNIT_LE
ui/province_panel.gd,17,"Marchands & artisans : possèdent les manufactures, captent le profit, demandent les biens manufacturés.",T_PROVINCE_MARCHANDS_ARTISANS_POSSEDENT_LES
ui/province_panel.gd,18,"L'aristocratie : vit de la taxe et de la rente, produit la recherche, exige le luxe (joaillerie, étoffe précieuse).",T_PROVINCE_L_ARISTOCRATIE_VIT_DE
ui/province_panel.gd,19,"L'humeur locale (légitimité de la province) : monte avec l'ordre et les besoins comblés ; chute sous la surtaxe, la coercition et les cicatrices de révolte.",T_PROVINCE_L_HUMEUR_LOCALE_LEGITIMITE
ui/province_panel.gd,86,Terrain : %s — tenue de siège +%d%%,T_PROVINCE_TERRAIN_S_TENUE_DE
ui/province_panel.gd,114,Prospérité,T_PROVINCE_PROSPERITE
ui/province_panel.gd,124,%s habitants,T_PROVINCE_S_HABITANTS
ui/province_panel.gd,153,Idéologie,T_PROVINCE_IDEOLOGIE
ui/province_panel.gd,157,Héritage,T_PROVINCE_HERITAGE
ui/province_panel.gd,222,Impôts ~%s or/an,T_PROVINCE_IMPOTS_S_OR_AN
ui/province_panel.gd,226,rien de notable,T_PROVINCE_RIEN_DE_NOTABLE
ui/province_panel.gd,231,+%.1f/j,T_PROVINCE_1F_J
ui/province_panel.gd,240,Au bord de la révolte (agitation %d),T_PROVINCE_AU_BORD_DE_LA
ui/province_panel.gd,245,%s · tier %d,T_PROVINCE_S_TIER_D
ui/province_panel.gd,251,Productivité,T_PROVINCE_PRODUCTIVITE
ui/province_panel.gd,271,Réprimer,T_PROVINCE_REPRIMER
ui/province_panel.gd,272,Détail,T_PROVINCE_DETAIL
ui/province_panel.gd,285,Attaquer ici,T_PROVINCE_ATTAQUER_ICI
ui/province_panel.gd,288,Route terre,T_PROVINCE_ROUTE_TERRE
ui/province_panel.gd,288,Route mer,T_PROVINCE_ROUTE_MER
ui/religion_panel.gd,58,Créateur de foi,T_RELIGION_CREATEUR_DE_FOI
ui/religion_panel.gd,70,Crédo,T_RELIGION_CREDO
ui/religion_panel.gd,76,Trois traditions (axes distincts),T_RELIGION_TROIS_TRADITIONS_AXES_DISTINCTS
ui/religion_panel.gd,112,Moteur religion absent (recompiler libscps).,T_RELIGION_MOTEUR_RELIGION_ABSENT_RECOMPILER
ui/religion_panel.gd,152,Créateur de foi,T_RELIGION_CREATEUR_DE_FOI
ui/religion_panel.gd,156, — SCHISME possible (RUPTURE),T_RELIGION_SCHISME_POSSIBLE_RUPTURE
ui/religion_panel.gd,156, — SCHISME possible (DÉRIVE),T_RELIGION_SCHISME_POSSIBLE_DERIVE
ui/religion_panel.gd,157,Foi d'État : %s%s,T_RELIGION_FOI_D_ETAT_S
ui/religion_panel.gd,165,Aucune foi fondée. Composez un crédo + 3 traditions.,T_RELIGION_AUCUNE_FOI_FONDEE_COMPOSEZ
ui/religion_panel.gd,168,Le monde a atteint son nombre de religions (⌈empires/3⌉) — vous RALLIEZ une foi existante.,T_RELIGION_LE_MONDE_A_ATTEINT
ui/religion_panel.gd,169,Rallier une foi,T_RELIGION_RALLIER_UNE_FOI
ui/religion_panel.gd,182,✓ Trois axes distincts.,T_RELIGION_TROIS_AXES_DISTINCTS
ui/religion_panel.gd,185,✗ Choisissez trois pôles sur trois axes DIFFÉRENTS.,T_RELIGION_CHOISISSEZ_TROIS_POLES_SUR
ui/sidebar.gd,13,Économie,T_SIDEBAR_ECONOMIE
ui/sidebar.gd,14,Démographie,T_SIDEBAR_DEMOGRAPHIE
ui/sidebar.gd,16,Marché,T_SIDEBAR_MARCHE
ui/sidebar.gd,17,Armée,T_SIDEBAR_ARMEE
ui/sidebar_drawer.gd,16,Économie,T_SIDEBAR_ECONOMIE
ui/sidebar_drawer.gd,16,Démographie,T_SIDEBAR_DEMOGRAPHIE
ui/sidebar_drawer.gd,16,Marché,T_SIDEBAR_MARCHE
ui/sidebar_drawer.gd,17,Armée,T_SIDEBAR_ARMEE
ui/sidebar_drawer.gd,22,Souveraineté,T_SIDEBAR_SOUVERAINETE
ui/sidebar_drawer.gd,22,Régions,T_SIDEBAR_REGIONS
ui/sidebar_drawer.gd,23,Stabilité,T_SIDEBAR_STABILITE
ui/sidebar_drawer.gd,24,Fertilité,T_SIDEBAR_FERTILITE
ui/sidebar_drawer.gd,24,Humidité,T_SIDEBAR_HUMIDITE
ui/sidebar_drawer.gd,25,Température,T_SIDEBAR_TEMPERATURE
ui/sidebar_drawer.gd,25,Habitabilité,T_SIDEBAR_HABITABILITE
ui/sidebar_drawer.gd,87,(panneau à venir — port viewer.c),T_SIDEBAR_PANNEAU_A_VENIR_PORT
ui/sidebar_drawer.gd,103,population : %s · %d région(s),T_SIDEBAR_POPULATION_S_D_REGION
ui/sidebar_drawer.gd,115,bien          stock   net/j   couv.,T_SIDEBAR_BIEN_STOCK_NET_J
ui/sidebar_drawer.gd,124,%+.1f,T_SIDEBAR_1F
ui/sidebar_drawer.gd,147,Courbes dans le temps  ▸,T_SIDEBAR_COURBES_DANS_LE_TEMPS
ui/sidebar_drawer.gd,152,Trésor : %s or,T_SIDEBAR_TRESOR_S_OR
ui/sidebar_drawer.gd,156,Budget (an),T_SIDEBAR_BUDGET_AN
ui/sidebar_drawer.gd,159,net %s%s,T_SIDEBAR_NET_S_S
ui/sidebar_drawer.gd,161,crédit : %s or,T_SIDEBAR_CREDIT_S_OR
ui/sidebar_drawer.gd,163,dette → %s,T_SIDEBAR_DETTE_S
ui/sidebar_drawer.gd,183,%d route(s) · export %d or/an,T_SIDEBAR_D_ROUTE_S_EXPORT
ui/sidebar_drawer.gd,187,(aucun partenaire),T_SIDEBAR_AUCUN_PARTENAIRE
ui/sidebar_drawer.gd,194,%d or/an,T_SIDEBAR_D_OR_AN
ui/sidebar_drawer.gd,217,Puissance comm. : %d / %d ce mois,T_SIDEBAR_PUISSANCE_COMM_D_D
ui/sidebar_drawer.gd,219,  (+%d%% édifices),T_SIDEBAR_D_EDIFICES
ui/sidebar_drawer.gd,222,Volume de biens achetable au marché ce mois-ci (0.04/bourgeois + 0.01/élite × la chaîne commerciale) — évite de rafler tout le stock d'un coup ; pèse aussi dans ta puissance éco diplomatique.,T_SIDEBAR_VOLUME_DE_BIENS_ACHETABLE
ui/sidebar_drawer.gd,224,bien          prix(or)   marché,T_SIDEBAR_BIEN_PRIX_OR_MARCHE
ui/sidebar_drawer.gd,275,%s — tier %d · %d ans,T_SIDEBAR_S_TIER_D_D
ui/sidebar_drawer.gd,287,Faction : %s,T_SIDEBAR_FACTION_S
ui/sidebar_drawer.gd,292,Loyauté %d — %s,T_SIDEBAR_LOYAUTE_D_S
ui/sidebar_drawer.gd,310,(siège vacant — la pool se renouvelle par génération),T_SIDEBAR_SIEGE_VACANT_LA_POOL
ui/sidebar_drawer.gd,315,%s · %d ans · ×%d · %.0f or/mois,T_SIDEBAR_S_D_ANS_D
ui/sidebar_drawer.gd,351,Décrets,T_SIDEBAR_DECRETS
ui/sidebar_drawer.gd,361, [RÉFORME],T_SIDEBAR_REFORME
ui/sidebar_drawer.gd,368,verrouillé (irréversible),T_SIDEBAR_VERROUILLE_IRREVERSIBLE
ui/sidebar_drawer.gd,371,Désactiver,T_SIDEBAR_DESACTIVER
ui/sidebar_drawer.gd,390,⚑ décret — ordre émis,T_SIDEBAR_DECRET_ORDRE_EMIS
ui/sidebar_drawer.gd,390,✗ décret — refusé,T_SIDEBAR_DECRET_REFUSE
ui/sidebar_drawer.gd,406,Peuple servile,T_SIDEBAR_PEUPLE_SERVILE
ui/sidebar_drawer.gd,414,âmes serviles : %s (%.1f%% du pays),T_SIDEBAR_AMES_SERVILES_S_1F
ui/sidebar_drawer.gd,422,marché mondial : %s âme(s),T_SIDEBAR_MARCHE_MONDIAL_S_AME
ui/sidebar_drawer.gd,433,Acheter %d,T_SIDEBAR_ACHETER_D
ui/sidebar_drawer.gd,443,gate éthos/tech — un pays abolitionniste ne peut pas acheter,T_SIDEBAR_GATE_ETHOS_TECH_UN
ui/sidebar_drawer.gd,445,Vendre %d,T_SIDEBAR_VENDRE_D
ui/sidebar_drawer.gd,456,achat interdit — éthos/tech abolitionniste,T_SIDEBAR_ACHAT_INTERDIT_ETHOS_TECH
ui/sidebar_drawer.gd,463,aperçu : %d groupe(s) · friction attendue %.0f%%,T_SIDEBAR_APERCU_D_GROUPE_S
ui/sidebar_drawer.gd,466,Confirmer l'affranchissement,T_SIDEBAR_CONFIRMER_L_AFFRANCHISSEMENT
ui/sidebar_drawer.gd,466,Affranchir les esclaves du pays,T_SIDEBAR_AFFRANCHIR_LES_ESCLAVES_DU
ui/sidebar_drawer.gd,476,irréversible — cliquez de nouveau pour confirmer,T_SIDEBAR_IRREVERSIBLE_CLIQUEZ_DE_NOUVEAU
ui/sidebar_drawer.gd,479,(aucune âme servile à affranchir),T_SIDEBAR_AUCUNE_AME_SERVILE_A
ui/sidebar_drawer.gd,504,✗ aucune capitale — refusé,T_SIDEBAR_AUCUNE_CAPITALE_REFUSE
ui/sidebar_drawer.gd,516,⚑ %s — ordre émis,T_SIDEBAR_S_ORDRE_EMIS
ui/sidebar_drawer.gd,516,✗ %s — refusé,T_SIDEBAR_S_REFUSE
ui/sidebar_drawer.gd,537,force mobilisée : %d régiments,T_SIDEBAR_FORCE_MOBILISEE_D_REGIMENTS
ui/sidebar_drawer.gd,541,levée :,T_SIDEBAR_LEVEE
ui/sidebar_drawer.gd,561,armée de campagne — région %d · %s,T_SIDEBAR_ARMEE_DE_CAMPAGNE_REGION
ui/sidebar_drawer.gd,564,inf %d · arch %d · cav %d · mages %d  (Σ %d),T_SIDEBAR_INF_D_ARCH_D
ui/sidebar_drawer.gd,568,(pas d'armée de campagne déployée),T_SIDEBAR_PAS_D_ARMEE_DE
ui/sidebar_drawer.gd,571,posture :,T_SIDEBAR_POSTURE
ui/sidebar_drawer.gd,587,Recompléter,T_SIDEBAR_RECOMPLETER
ui/sidebar_drawer.gd,590,Recompléter,T_SIDEBAR_RECOMPLETER
ui/sidebar_drawer.gd,600,Flotte : %d coque(s),T_SIDEBAR_FLOTTE_D_COQUE_S
ui/sidebar_drawer.gd,659,nous a déclaré la GUERRE,T_SIDEBAR_NOUS_A_DECLARE_LA
ui/sidebar_drawer.gd,659,guerre déclarée par nous,T_SIDEBAR_GUERRE_DECLAREE_PAR_NOUS
ui/sidebar_drawer.gd,660,paix signée,T_SIDEBAR_PAIX_SIGNEE
ui/sidebar_drawer.gd,660,paix signée,T_SIDEBAR_PAIX_SIGNEE
ui/sidebar_drawer.gd,661,alliance nouée,T_SIDEBAR_ALLIANCE_NOUEE
ui/sidebar_drawer.gd,661,alliance nouée,T_SIDEBAR_ALLIANCE_NOUEE
ui/sidebar_drawer.gd,662,pacte commercial scellé,T_SIDEBAR_PACTE_COMMERCIAL_SCELLE
ui/sidebar_drawer.gd,662,pacte commercial scellé,T_SIDEBAR_PACTE_COMMERCIAL_SCELLE
ui/sidebar_drawer.gd,663,pacte commercial rompu,T_SIDEBAR_PACTE_COMMERCIAL_ROMPU
ui/sidebar_drawer.gd,663,pacte rompu par nous,T_SIDEBAR_PACTE_ROMPU_PAR_NOUS
ui/sidebar_drawer.gd,664,nous a mis sous EMBARGO,T_SIDEBAR_NOUS_A_MIS_SOUS
ui/sidebar_drawer.gd,664,embargo décrété par nous,T_SIDEBAR_EMBARGO_DECRETE_PAR_NOUS
ui/sidebar_drawer.gd,665,a levé son embargo,T_SIDEBAR_A_LEVE_SON_EMBARGO
ui/sidebar_drawer.gd,665,embargo levé par nous,T_SIDEBAR_EMBARGO_LEVE_PAR_NOUS
ui/sidebar_drawer.gd,666,a TRAHI sa parole,T_SIDEBAR_A_TRAHI_SA_PAROLE
ui/sidebar_drawer.gd,666,notre parole rompue,T_SIDEBAR_NOTRE_PAROLE_ROMPUE
ui/sidebar_drawer.gd,667,né d'une SÉCESSION de notre couronne,T_SIDEBAR_NE_D_UNE_SECESSION
ui/sidebar_drawer.gd,667,sécession,T_SIDEBAR_SECESSION
ui/sidebar_drawer.gd,668,a soigné les relations,T_SIDEBAR_A_SOIGNE_LES_RELATIONS
ui/sidebar_drawer.gd,668,relations soignées par nous,T_SIDEBAR_RELATIONS_SOIGNEES_PAR_NOUS
ui/sidebar_drawer.gd,688,%+d,T_SIDEBAR_D
ui/sidebar_drawer.gd,697,Vassalité,T_SIDEBAR_VASSALITE
ui/sidebar_drawer.gd,698,Mémoire,T_SIDEBAR_MEMOIRE
ui/sidebar_drawer.gd,726,"  (%+d, s'estompe)",T_SIDEBAR_D_S_ESTOMPE
ui/sidebar_drawer.gd,734,▸ cliquer : actions diplomatiques,T_SIDEBAR_CLIQUER_ACTIONS_DIPLOMATIQUES
ui/sidebar_drawer.gd,767,⚑ levée réglée — ordre émis,T_SIDEBAR_LEVEE_REGLEE_ORDRE_EMIS
ui/sidebar_drawer.gd,772,⚑ posture %s — ordre émis,T_SIDEBAR_POSTURE_S_ORDRE_EMIS
ui/sidebar_drawer.gd,772,✗ posture — refusé,T_SIDEBAR_POSTURE_REFUSE
ui/sidebar_drawer.gd,776,⚑ recomplètement — ordre émis,T_SIDEBAR_RECOMPLETEMENT_ORDRE_EMIS
ui/sidebar_drawer.gd,776,✗ recomplètement — refusé,T_SIDEBAR_RECOMPLETEMENT_REFUSE
ui/sidebar_drawer.gd,780,⚑ dissolution — ordre émis,T_SIDEBAR_DISSOLUTION_ORDRE_EMIS
ui/sidebar_drawer.gd,780,✗ dissolution — refusé,T_SIDEBAR_DISSOLUTION_REFUSE
ui/sidebar_drawer.gd,784,⚑ coque en chantier — ordre émis,T_SIDEBAR_COQUE_EN_CHANTIER_ORDRE
ui/sidebar_drawer.gd,784,✗ chantier naval — refusé,T_SIDEBAR_CHANTIER_NAVAL_REFUSE
ui/sidebar_drawer.gd,796,✗ aucune capitale — refusé,T_SIDEBAR_AUCUNE_CAPITALE_REFUSE
ui/sidebar_drawer.gd,806,⚑ %s — ordre émis,T_SIDEBAR_S_ORDRE_EMIS
ui/sidebar_drawer.gd,807,✗ %s — refusé,T_SIDEBAR_S_REFUSE
ui/sidebar_drawer.gd,828,⚑ %s — ordre émis,T_SIDEBAR_S_ORDRE_EMIS
ui/sidebar_drawer.gd,828,✗ %s — refusé,T_SIDEBAR_S_REFUSE
ui/tech_panel.gd,230,verrouillé,T_TECH_VERROUILLE
ui/tech_panel.gd,234, (%d pts),T_TECH_D_PTS
ui/tech_panel.gd,240,   → recherche lancée,T_TECH_RECHERCHE_LANCEE
